# age_gyr Z_sur Teff Log_g LogL_lsun Av feh initial_mass Label G G_BP G_RP RVS
0.01 0.04245555999999999 3357.7189721191494 4.150717478316904 -1.1763459933201053 0.0 0.42 0.30023051035820536 0.00 8.84317 10.33832 7.64392 7.23664
0.01 0.042455559999999996 3366.115459182088 4.151831758995243 -1.1650949181095862 0.0 0.42 0.3066550222138572 0.00 8.80885 10.29883 7.61148 7.20321
0.01 0.04245556 3374.193614854148 4.153177463511624 -1.1545194541289137 0.0 0.42 0.3128638309407966 0.00 8.77639 10.26137 7.58084 7.17162
0.01 0.042455559999999996 3382.4331749066478 4.154401380205744 -1.143563564195223 0.0 0.42 0.3192212728247789 0.00 8.74290 10.22281 7.54921 7.13902
0.01 0.042455559999999996 3390.431818971155 4.155843606365895 -1.1331897470398913 0.0 0.42 0.3253946078475775 0.00 8.71090 10.18572 7.51907 7.10792
0.01 0.04245556 3398.1892404107116 4.157429303409525 -1.1232652667336307 0.0 0.42 0.3314295635363516 0.00 8.67990 10.14943 7.49004 7.07794
0.01 0.042455559999999996 3405.862720071538 4.159086879071202 -1.1135221955727483 0.0 0.42 0.33741836581905704 0.00 8.64941 10.11369 7.46149 7.04846
0.01 0.042455559999999996 3413.3483954117205 4.160920358902517 -1.1042384242992065 0.0 0.42 0.3432638982638214 0.00 8.62016 10.07929 7.43416 7.02020
0.01 0.042455559999999996 3420.8653150792884 4.162673808314323 -1.09476320984596 0.0 0.42 0.34919259110744383 0.00 8.59044 10.04442 7.40635 6.99148
0.01 0.04245556 3428.096191216879 4.164640650401091 -1.0859016567842152 0.0 0.42 0.35492363785412157 0.00 8.56242 10.01140 7.38019 6.96442
0.01 0.042455559999999996 3435.262110469342 4.166621554311472 -1.0771013561786393 0.0 0.42 0.3606493928702171 0.00 8.53460 9.97863 7.35421 6.93756
0.01 0.04245556 3442.3064298999075 4.168714720960351 -1.068587803666629 0.0 0.42 0.3662906625035575 0.00 8.50756 9.94670 7.32899 6.91147
0.01 0.04245556 3449.2451698366403 4.170854302439397 -1.0602298372991394 0.0 0.42 0.37189293166281373 0.00 8.48099 9.91529 7.30421 6.88582
0.01 0.042455559999999996 3456.0696607368814 4.173008358873292 -1.0519778339095502 0.0 0.42 0.37747355934963783 0.00 8.45476 9.88431 7.27975 6.86052
